title,author,authorLink,tags,category,promptName,promptContent
"Quiz Generator","Alg0rix","https://github.com/Alg0rix","education,quiz,assessment,student","Education","Quiz Generator","Create a [Number]-question quiz on [Topic] for [Grade Level] students. Include a mix of question types (multiple choice, short answer, true/false) and provide an answer key."
"Classroom Discussion Prompter","Alg0rix","https://github.com/Alg0rix","education,discussion,classroom,critical-thinking","Education","Classroom Discussion Prompter","Suggest engaging discussion questions for a classroom lesson on [Topic]. Questions should encourage critical thinking, personal reflection, and respectful debate among [Grade Level] students."
"Homework Assignment Designer","Alg0rix","https://github.com/Alg0rix","education,homework,assignment,teacher","Education","Homework Assignment Designer","Design a homework assignment for [Subject/Topic] suitable for [Grade Level] students. Specify clear instructions, learning objectives, and criteria for success."
"Peer Feedback Guide","Alg0rix","https://github.com/Alg0rix","education,feedback,peer-review,student","Education","Peer Feedback Guide","Provide a structured guide for students to give constructive peer feedback on [Type of Work, e.g., essays, presentations, projects]. Include sample sentence starters and criteria for effective feedback."
"Parent Communication Email Writer","Alg0rix","https://github.com/Alg0rix","education,parent-communication,email,teacher","Education","Parent Communication Email Writer","Draft a professional and empathetic email to parents about [Situation, e.g., student progress, upcoming event, behavioral concern]. Ensure clarity, positivity, and actionable next steps."
"Classroom Icebreaker Ideas","Alg0rix","https://github.com/Alg0rix","education,icebreaker,classroom,community-building","Education","Classroom Icebreaker Ideas","Suggest 3-5 fun and inclusive icebreaker activities for the first week of class with [Grade Level] students. Activities should help build classroom community and ease student anxiety."
"Educational Technology Integration Advisor","Alg0rix","https://github.com/Alg0rix","education,technology,edtech,teaching","Education","EdTech Integration Advisor","Recommend effective ways to integrate technology into a lesson on [Topic] for [Grade Level]. Suggest specific tools or platforms and explain how they enhance learning."
"Student Motivation Coach","Alg0rix","https://github.com/Alg0rix","education,motivation,student,coaching","Education","Student Motivation Coach","Provide personalized strategies to help a student who is struggling with motivation in [Subject/Area]. Include practical tips, mindset shifts, and resources for support."
"Exam Preparation Planner","Alg0rix","https://github.com/Alg0rix","education,exam,preparation,student","Education","Exam Preparation Planner","Create a step-by-step exam preparation plan for [Subject/Exam Name] for [Grade Level] students. Include a study schedule, revision techniques, and stress management tips."
"Classroom Management Scenario Simulator","Alg0rix","https://github.com/Alg0rix","education,classroom-management,teacher,scenario","Education","Classroom Management Simulator","Simulate a classroom management scenario: [Describe Situation, e.g., disruptive behavior, off-task students]. Suggest effective teacher responses and explain the rationale behind each approach."
"Rubric Generator","Alg0rix","https://github.com/Alg0rix","education,rubric,assessment,teacher","Education","Rubric Generator","Generate a clear and detailed rubric for assessing [Type of Assignment, e.g., essays, presentations, group projects] for [Grade Level] students. Include criteria and performance levels."
"Learning Differentiation Advisor","Alg0rix","https://github.com/Alg0rix","education,differentiation,teacher,student-needs","Education","Learning Differentiation Advisor","Suggest strategies to differentiate instruction for a lesson on [Topic] to accommodate diverse learning needs in a [Grade Level] classroom."
"Student Reflection Prompt"Student Reflection Prompt","Alg0rix","https://github.com/Alg0rix","education,reflection,student,metacognition","Education","Student Reflection Prompt","Write a reflection prompt for students to help them think about their learning in [Subject/Topic]. Encourage self-assessment, goal setting, and identification of challenges."
"Project-Based Learning Planner","Alg0rix","https://github.com/Alg0rix","education,project-based-learning,pbl,teacher","Education","PBL Planner","Design a project-based learning unit for [Topic] suitable for [Grade Level] students. Outline project goals, timeline, assessment methods, and opportunities for student choice."
"Academic Integrity Lesson Designer","Alg0rix","https://github.com/Alg0rix","education,academic-integrity,ethics,teacher","Education","Academic Integrity Lesson Designer","Create a lesson plan to teach [Grade Level] students about academic integrity, plagiarism, and ethical research practices. Include discussion questions and real-world scenarios."
"Student Goal Setting Worksheet","Alg0rix","https://github.com/Alg0rix","education,goal-setting,student,worksheet","Education","Goal Setting Worksheet","Generate a worksheet to help students set and track academic or personal goals for the semester. Include prompts for reflection, action steps, and progress monitoring."
"Teacher Self-Reflection Guide","Alg0rix","https://github.com/Alg0rix","education,teacher,reflection,professional-development","Education","Teacher Self-Reflection Guide","Provide a set of reflective questions and prompts for teachers to evaluate their instructional practices, classroom management, and professional growth."
"Educational Debate Topic Generator","Alg0rix","https://github.com/Alg0rix","education,debate,critical-thinking,student","Education","Debate Topic Generator","Suggest 3-5 age-appropriate debate topics for [Grade Level] students studying [Subject/Theme]. Include a brief explanation of each topic's relevance."
"Student Progress Report Writer","Alg0rix","https://github.com/Alg0rix","education,progress-report,student,teacher","Education","Progress Report Writer","Draft a personalized progress report for a student in [Subject/Area]. Highlight strengths, areas for improvement, and actionable next steps."
"Interactive Learning Activity Designer","Alg0rix","https://github.com/Alg0rix","education,activity,interactive,student-engagement","Education","Interactive Activity Designer","Design an interactive classroom activity for [Topic] that promotes student engagement and active learning for [Grade Level] students."
"Parent-Teacher Conference Prep Coach","Alg0rix","https://github.com/Alg0rix","education,parent-teacher,conference,teacher","Education","Parent-Teacher Conference Coach","Provide a checklist and talking points for a teacher preparing for a parent-teacher conference about [Student Name] in [Grade Level/Class]."
"Student Research Project Guide","Alg0rix","https://github.com/Alg0rix","education,research,student,project","Education","Research Project Guide","Outline the steps for a student research project on [Topic] for [Grade Level] students. Include guidance on question formulation, research methods, sources, and presentation."
"Classroom SEL Activity Generator","Alg0rix","https://github.com/Alg0rix","education,sel,social-emotional,activity","Education","SEL Activity Generator","Suggest a social-emotional learning (SEL) activity for [Grade Level] students to build skills like empathy, self-awareness, or responsible decision-making."
"3D C4D-style iconography","Alg0rix","https://github.com/Alg0rix","3d,iconography,design,visuals","Image Generation","3D C4D-style iconography","Given {input} as reference, create image with style below:

Art Style Profile: Minimalist 3D Illustration, 3D C4D-style iconography

Visual Elements:

Shape Language: Rounded edges, smooth and soft forms with simplified geometry.

Colors:
Primary Palette: Soft beige, light gray, warm orange.
Accent Colors: Warm orange for focal elements.
Shading: Soft gradients with smooth transitions, avoiding harsh shadows or highlights.

Lighting:
Type: Soft, diffused lighting.
Source Direction: Above and slightly to the right.
Shadow Style: Subtle and diffused, no sharp or high-contrast shadows.

Materials:
Surface Texture: Matte, smooth surfaces with subtle shading.
Reflectivity: Low to none, avoiding glossiness.

Composition:
Object Presentation: Single, central object displayed in isolation with ample negative space.
Perspective: Slightly angled, giving a three-dimensional feel without extreme depth.
Background: Solid, muted color that complements the object without distraction.

Typography:
Font Style: Minimalistic, sans-serif.
Text Placement: Bottom-left corner with small, subtle text.
Color: Gray, low-contrast against the background.

Rendering Style:
Technique: 3D render with simplified, low-poly aesthetics.
Detail Level: Medium detail, focusing on form and color over texture or intricacy.

Purpose: To create clean, aesthetically pleasing visuals that emphasize simplicity, approachability, and modernity."
"Action Figure Generator","Alg0rix","https://github.com/Alg0rix","image,action-figure,product,design,packaging","Image Generation","Action Figure Generator","Generate a photorealistic image of a {Character Description} action figure, packaged vertically in a premium collectible blister pack, viewed from the front.

The figure stands on the left, wearing {Clothing Description}. The pose is {Pose Type, e.g., static and iconic, dynamic action pose}.

On the right, three accessories are neatly organised in separate moulded compartments, without labels or text:
{Accessory 1 Description}
{Accessory 2 Description}
{Accessory 3 Description}

The matte {Background Color} cardboard backing features a {Texture Type, e.g., subtle grid, geometric pattern} texture and the title '{Character/Product Name}' in a {Font Description, e.g., silver sci-fi, bold fantasy} font at the top. The plastic blister pack is glossy with light reflections, and the image is illuminated with {Lighting Description, e.g., soft warm studio lighting} that enhances the {Atmosphere Type, e.g., nostalgic, futuristic, adventurous} atmosphere."
"Framed Photo Display","Alg0rix","https://github.com/Alg0rix","image,photography,frame,display,hands","Image Generation","Framed Photo Display","Generate a photorealistic image of a {Hand Description, e.g., woman's hand with red nail polish, man's hand with ring} holding a {Frame Description, e.g., wooden frame, metallic frame} containing {Image Description} inside the frame. The frame should be positioned {Position, e.g., centered, slightly angled} against a {Background Description, e.g., neutral, minimalist} background. The lighting should be {Lighting Type, e.g., soft natural light, studio lighting} to enhance the presentation while maintaining a professional, gallery-like atmosphere."
"HyperFidelity Summarizer","Alg0rix","https://github.com/Alg0rix","summarization,analysis,writing,fidelity","Content Generation","HyperFidelity Summarizer","## SYSTEM CONFIGURATION
You are now HYPERFIDELITY - an advanced system specialized in creating perfect, high-fidelity summaries of any text while maintaining 100% of the original meaning, voice, and crucial details. Your summarization process uses a multi-stage refinement system that preserves everything important while making content shorter, clearer, and more organized.

## CORE CAPABILITIES
- Creates summaries with 99-100% information preservation
- Maintains the original author's voice, tone, and stylistic elements
- Preserves all quotes, statistics, names, examples, and key terminology
- Organizes information into an optimal structure
- Identifies and maintains subtle nuances and implied meanings
- Ensures no important details are lost through iterative verification
- Transforms density without sacrificing depth

## HYPERFIDELITY PROCESS

### PHASE 1: DEEP COMPREHENSION
When presented with text to summarize, first perform these analysis steps internally:

1. **Content Mapping**
- Identify all key arguments, ideas, examples, and supporting details
- Map hierarchical relationships between concepts
- Tag all quotes, statistics, proper names, and technical terminology
- Note tone patterns, stylistic elements, and author voice markers

2. **Structure Analysis**
- Recognize the organizational framework of the original
- Identify chapter breaks, thematic sections, and progression logic
- Assess narrative flow and rhetorical structure
- Determine optimal organization for the summary

3. **Criticality Assessment**
- Assign importance weights to different content elements
- Identify ""must preserve"" vs. ""can condense"" information
- Flag subtle details that might be overlooked in standard summarization
- Identify implied meanings that require explicit preservation

### PHASE 2: PRECISION SUMMARIZATION
Apply these specific techniques during the actual summarization process:

1. **Preservation Priorities**
- ALL quotes must be maintained verbatim (use exact quotes, not paraphrases)
- ALL names, dates, statistics, and specific examples must be retained
- ALL key terminology must be preserved with original phrasing
- Author's perspective and position must remain unaltered

2. **Condensation Methods**
- Eliminate redundant explanations while keeping all unique points
- Convert verbose passages to concise wording without information loss
- Consolidate related points without merging distinct concepts
- Replace lengthy examples with briefer versions that maintain full context

3. **Voice Mirroring**
- Match the register, formality level, and specialized vocabulary of original
- Preserve distinctive phrasing patterns and sentence structures
- Maintain emotional tone and intensity markers
- Retain metaphors, analogies, and figurative language

### PHASE 3: VERIFICATION & REFINEMENT
Implement these verification procedures to ensure 100% fidelity:

1. **Fidelity Check**
- Compare summary against original for information gaps
- Explicitly calculate approximate fidelity percentage
- Identify specific missing elements or altered meanings
- Flag areas where nuance or subtlety may have been lost

2. **Gap Remediation**
- Systematically restore all identified missing information
- Reinsert overlooked quotes, examples, or subtle details
- Adjust wording to eliminate any meaning distortion
- Preserve original emphasis patterns and relative importance

3. **Final Optimization**
- Adjust organization for maximum clarity while preserving original structure
- Ensure smooth transitions between sections
- Standardize formatting for readability
- Present final summary with section headings that match original organization

Begin with the following message when provided with text to summarize:

""I'll create a HYPERFIDELITY summary that preserves 100% of the original content's meaning, voice, quotes, examples, and subtle details while making it more concise and organized.

To achieve perfect fidelity, I'll use a three-phase process:
1. Deep analysis of content, structure, and critical elements
2. Precision summarization that preserves all essential information
3. Verification and refinement to ensure nothing important is lost

For optimal results with longer texts, I'll process up to 5,000 words at a time.

Please confirm you want me to proceed with HYPERFIDELITY summarization.""

When confirmed, proceed with ""GENERATE HYPERFIDELITY SUMMARY"" process and follow the standard three-phase output format for Initial Summary, Verification Report, and Final Summary."
"90s Analog Gaming","Alg0rix","https://github.com/Alg0rix","image,analog,gaming,90s,retro,photography","Image Generation","Analog Gaming Session","Create image: Grungy analog photo of two people from image input playing Crash Bandicoot on a PlayStation 1, displayed on a 90s CRT TV in a dimly lit bedroom. They're sitting on the floor in front of the TV, holding a PlayStation 1 controller in one hand, with [signature item or accessory] beside them. All characters are looking back at the camera mid-action while the game is visible in the background. Candid paparazzi flash photography, raw and unedited."
